Probe	hour1	hour6	hour24	day2	day7
MBD3L2	0.160428	-0.391174	-0.0515850000000002	0.196865	-0.187398
ADAMTSL1	-0.153089	-0.210888	-0.0899910000000004	0.115404	-0.0815069999999998
MBD3L1	-0.0379609999999997	0.14629	0.0111889999999999	0.169454	0.0608070000000001
MBD3L1	0.165889000000001	0.650868	-0.320192	0.295842500000001	-0.106103
FAM46D	0.116676	0.088444	-0.148723	-0.0742790000000002	-0.0373509999999997
SERPINB11	0	-0.29425	-0.387009	0.0740755000000002	0
NCRNA00161	-0.252758	0.254476	0.454157	0.0849084999999996	0
DSCR10	0.0767670000000003	-0.0664749999999996	0	0.1946115	-0.256554
DSCR10	-0.0442359999999997	0.354441	-0.0552969999999995	0.0430939999999991	0.0517970000000005
ABHD11	1.071094	0.826833	-0.667353	-0.413203999999999	0.126242
ACAP2	0.473718	-0.183376	0.274864	-0.345409999999999	0.535925000000001
GAMT	-0.0307139999999997	0.44198	-0.0776020000000006	0.174471	-0.242573
GAMT	0.269251999999999	1.005339	-0.78831	-0.158263000000001	-0.323853000000001
PLCD3	0.327472999999999	0.985168	-0.855924	-0.6924925	-0.793002
IRF6	0.177505	-0.0223779999999998	-0.0750319999999998	0.1975865	0.0411740000000003
IRF6	-0.0846459999999998	-0.128507	0.17897	0.0763784999999997	-0.0715239999999997
PTPRC	-0.0345460000000002	-0.149904	-0.211108	-0.111039	0.0553589999999997
MAN1A2	0.739752999999999	0.768317	0.0757630000000002	-0.5679795	0.489838
RAPH1	-0.119687	-0.213687	-0.170704	0.0317234999999996	-0.05464
SMCR8	0.093394	0	0.147825999999999	0.2691195	0.128211
LACTB	0.0134380000000007	0.730037	-0.0704290000000007	-0.229383	-0.562978
LACTB	0.481329	0.952780000000001	-0.21619	-0.3222055	-0.0480070000000001
BNC1	0.106078	0.0632410000000001	0.0708549999999999	-0.00225000000000009	-0.150739
MPP4	-0.0662959999999999	0.192256	0.160492	-0.0716019999999999	-0.176421
LACE1	0.117855	0.402451	-0.103355	0.0744274999999996	0.417265
IDI2	-0.147813999999999	-0.0799580000000004	0.0627940000000002	0.0523824999999993	-0.213194000000001
CYP11B1	0	0.65692	-0.17187	0.0587790000000004	0.184631
TAF8	-0.201162	-0.369935	-0.386076	-0.166678000000001	-0.165087
COBL	0.147776	0.452436000000001	-0.275014	-0.0361520000000004	-0.537977000000001
SLAMF6	-0.450869	-0.0513120000000002	0.435632999999999	-0.168251000000001	-0.0970940000000002
ZSCAN20	-0.161919	-0.00773499999999983	0.204811	0.402386	0.0734279999999998
ZSCAN20	0	0	0.0528399999999998	0.136302	-0.223288
GPBAR1	-0.091291	0.137763	0.0447510000000007	0.0289779999999995	0.0501289999999992
RHBDL2	0.368543	0.967557	-0.514111	-0.319307999999999	0.234226
FRAS1	-0.0868850000000005	0.189123	-0.142528	0.0419014999999998	0.00523000000000007
BRSK1	-0.0259650000000002	-0.0928880000000003	-0.447387	0.0228330000000003	-0.549726
CRB2	-0.154901	-0.217334	-0.394581	0.1737375	0.0827079999999998
KCNE4	0.00490199999999952	0.635862	-0.553443000000001	0.125186	0.28216
KCNE4	0.200981	-0.0755730000000003	-0.353335	-0.404802	0.282902
CD300LG	0	-0.274498	0.0296469999999998	0.0396660000000004	-0.00507199999999974
SLC34A3	-0.0918340000000004	0.244495000000001	-0.146531	-0.00995399999999957	-0.163913
CPA6	0.090462	0.207773	-0.193193	-0.0311570000000003	-0.278449
WBP2NL	-0.0723089999999997	-0.202885	-0.0858699999999999	-0.204054	-0.0610519999999997
HIPK1	0.103211	0.149236	-0.413262	0.1173755	0.377946
HIPK1	-0.638914000000001	0.184649	0.112102	-0.8359925	-0.0685760000000002
MTBP	0.345935	0	-0.687373	-0.2901105	0.178696
ACVR1C	0.070392	-0.697904	0.101873	-0.163639	-0.151107
TMEM74	0.0118779999999998	-0.0935760000000001	0.109368	0.2029365	0.280689
TMEM74	0.142299	-0.115492	-0.0689070000000003	-0.169195	0
TIGD4	-0.0435750000000001	-0.654061	0.175113	-0.0112450000000002	-0.0451280000000001
TIGD4	-0.0436239999999999	0.736282	-0.0301670000000001	0.0939890000000001	0.0274669999999997
ART5	-0.183452999999999	-0.206908	0	0.1258765	0.0475349999999999
FAM71C	0	-0.0888659999999994	0.104845	0.142685	0.0178329999999995
C21orf67	-0.0185459999999997	0.358736	-0.354728000000001	0.044613	-0.0814919999999999
NLRP11	0	0.276249	0.1113	-0.115012	0.253933
ATP6V1C2	-0.176158	0.111719	-0.151638	0.186957	0.386263
CLDN19	-0.0287060000000006	0.454097	-0.141224999999999	0.128283	0.104094999999999
VTI1A	-0.201912	0.292456	0.319426	0.146107	-0.384672
KIF6	0.230724	0	0.127021	0.0518485000000002	0.204503
IQCD	0.159988	0.383083	-0.499804	0.0418475000000003	-0.0644279999999995
TAGAP	-0.0518929999999997	0.0197409999999998	-0.220007	-0.0437459999999996	-0.104165999999999
TAGAP	-0.0636479999999997	0.0471949999999999	0.14109	0.2384815	0.0332750000000002
STON2	-0.0177	0.00961299999999987	0.161917	0.275165	0.517578
SERPINA12	0	-0.175192	-0.0222689999999997	-0.0557720000000002	-0.404457
LETM2	0.391542	0.775526999999999	-0.298618	0.0193035000000004	0.0764890000000005
BSND	0.124639	0.0238129999999996	0.151667	-0.1019165	-0.422249
BSND	-0.332865	0.556325999999999	-0.00354799999999944	0.0182490000000008	-0.205578
CLEC4C	-0.0152509999999997	-0.177577	0	0.126262	-0.154699
NLRC4	-0.111104	-0.0223979999999999	-0.255721	0.172078	-0.250305
NLRC4	-0.297205	-0.152549	-0.139321	0.1667765	0
PRSS36	0.0813749999999995	0.303504	-0.147796	0.153720000000001	0.113764
ZDHHC15	-0.19914	0.00789100000000031	0.0913840000000001	-0.0134560000000001	-0.0608059999999999
RAI1	0.0382470000000001	0.149074000000001	0.0667330000000002	0.1285265	-0.104802
CDK15	-0.123469999999999	-0.171058	0.0771700000000006	0.175886	-0.0218850000000002
ZNF570	0.260623	-0.506366	0.201829	0.0632570000000001	0.0617679999999998
BTBD16	0.0365659999999997	-0.107613	-0.278207	0.263606	-0.361308
RTP3	-0.0203490000000004	-0.0891799999999998	-0.166856	0.198674499999999	-0.165087
RTP3	-0.00992100000000029	-0.0854720000000002	-0.0225170000000006	-0.0549739999999996	0.16396
TSPEAR	0.154854	0.069067	0.186506	0.2096175	-0.0486900000000001
MIPOL1	0.119836	0.334139	-0.274796	-0.1268315	0.20748
MIPOL1	0.247772	0.247189	0.0857809999999999	0.0182384999999998	0.199537
C6orf141	-0.0285020000000005	0.182373	0.151726	-0.306310499999999	-0.457255
ALMS1P	0.229798000000001	0.173954	-0.10293	0.288053	0.0446409999999995
MYO3B	0.107338	0.292326	-0.151158	-0.0486095	-0.302374
ADAM21	0.0731109999999999	-0.174186	-0.200623	-0.088991	0.211022
TRIML2	-0.298163	0.683475	-0.140968999999999	0.00865749999999998	-0.259759000000001
ABCC13	-0.458792	-0.470227	-0.0800970000000003	0.306967	-0.0269760000000003
ABCC13	-0.165722	-0.0341359999999997	0	0.1239915	0.257728
IL12RB1	0.0813419999999994	0.671755	-0.350287	0.0399805000000004	0.349794
GTF2A1L	0.130694	-0.323817	0.0504479999999998	0.134203	0.100935
TRPV3	0	0.0302549999999995	0.061941	0.187758	-0.132906
SPATA22	0	0.0302549999999995	0.061941	0.187758	-0.132906
CNBD1	0.095834	-0.176405	-0.180443	-0.173307	0.282892
CNBD1	-0.0689069999999998	0.19465	-0.0188540000000001	0.142640000000001	-0.162745
ABCC12	-0.135486	-0.24257	-0.163269	0.102817	0.0468290000000002
MMP21	0.013636	0.111153	-0.151964	0.0137809999999998	0.291798
TMEM190	-0.00354300000000052	0.352365	-0.327469	0.0237920000000003	-0.394251000000001
GAS2L2	-0.216140999999999	0.121426	-0.15334	0.2144105	-0.0215519999999998
PXT1	0.0493869999999998	0.0367090000000001	-0.251141	-0.0312755	0.0432630000000001
CACNG5	-0.112173	0.280805	-0.149278	0.215139	-0.0182840000000004
NCRNA00308	0.0814919999999999	-0.15076	0.0457010000000002	-0.268675500000001	0.251062
NCRNA00308	0.0131559999999999	0.021217	0.33465	0.2089605	0.142339
IKBKG	-0.142197	0.162111	0.441071	-0.1193375	-0.480273
WFDC11	-0.0167659999999996	0.0817030000000001	-0.049823	0.0818370000000002	-0.648431
IL28A	0.0711119999999998	-0.00550200000000034	0.0711860000000004	0.174625	-0.113145
IL28B	0.0711119999999998	-0.00550200000000034	0.0711860000000004	0.174625	-0.113145
JAK1	0.354319	0.599837000000001	-0.286613000000001	-0.460221000000001	0.376564
JAK1	0.748897	0.188027	-0.178378	-0.641980499999999	0.245716
CDC42SE2	0.45625	1.137959	-0.186038	-0.798481499999999	0.397943
CDC42SE2	0.592291	0.135531	0.151334	-0.1997765	0.654574999999999
ACACB	-0.25364	-0.411296	0	0.0865204999999998	-0.0809069999999998
ACACB	-0.0885920000000002	0.157772	-0.048743	-0.0630665000000006	-0.160977
RFWD2	0.376030999999999	0.740643	-0.342948000000001	-0.129583	-0.074541
STX6	0.118382	0.715401	-0.354838999999999	-0.372903999999999	0.279192
ANLN	0.239928000000001	0.324570999999999	-0.349796999999999	-0.0540055000000006	0.582944
SPRR4	-0.076708	-0.319651	-0.100741999999999	-0.232357500000001	-0.030011
POLR2J3	-0.361376	0.119868	0.0952810000000008	-0.788554499999999	-0.654971000000001
POLR2J2	-0.361376	0.119868	0.0952810000000008	-0.788554499999999	-0.654971000000001
PMS2P3	-0.361376	0.119868	0.0952810000000008	-0.788554499999999	-0.654971000000001
POLR2J4	-0.361376	0.119868	0.0952810000000008	-0.788554499999999	-0.654971000000001
UPK3B	-0.361376	0.119868	0.0952810000000008	-0.788554499999999	-0.654971000000001
UPK3B	-0.157131	0.461589	0.266732999999999	-1.244782	-0.306924
POLR2J3	-0.157131	0.461589	0.266732999999999	-1.244782	-0.306924
POLR2J4	-0.157131	0.461589	0.266732999999999	-1.244782	-0.306924
POLR2J2	-0.157131	0.461589	0.266732999999999	-1.244782	-0.306924
PMS2P3	-0.157131	0.461589	0.266732999999999	-1.244782	-0.306924
HSH2D	0	-0.225077	0.336983	0.289012	0.158065
TRNT1	0.422287	-0.109673	-0.0016689999999997	-0.1719055	0.361389
TMEM163	0.0648180000000003	0.109682	-0.152982	0.0653480000000002	0.0573610000000002
ARHGAP5	0.734263	0.228484	0.161834	-0.710087000000001	0.642422
HERPUD2	0.0348959999999998	0.121072	0	0.00921950000000127	-0.0300960000000003
JMJD6	0.101193	-0.311933000000001	0.122205	0.182813	0.350346
SRCAP	0.163506	1.208695	-0.683699	-0.0233039999999995	-0.0580859999999994
MAP3K6	-0.204282	0.103905	-0.240345	0.109643500000001	-0.504995
ARSG	0.116665	0.239951	0.496937	0.103636	-0.157791
ZNF101	0.157226	-0.0446089999999999	0.0533950000000005	0.0246979999999999	0.187821
ZNF101	0.0261830000000005	-0.0672839999999999	-0.195539	0.2030675	-0.3672
PTPN11	-0.0908859999999998	0.393455	0.219987	-0.0696634999999999	0.326007
KLHDC7B	-0.175786	-0.0440659999999999	0.366650999999999	0.3014625	-0.0651719999999996
ATAD3A	0.354831	0.805213999999999	-0.856472999999999	-0.284465000000001	-0.140244
ATAD3B	0.354831	0.805213999999999	-0.856472999999999	-0.284465000000001	-0.140244
ZNF626	0.241817	0.106873	-0.0148109999999999	0.171759	0.25576
PHC3	-0.00771000000000033	0.165788	0.134963999999999	0.0833815000000007	-0.158037
IL11RA	-0.0665490000000002	0.122365	-0.149998999999999	0.090297500000001	-0.248561
TNFRSF10A	-0.150391	0.395027000000001	0	-0.2032835	0.228703
RFFL	0.577769	0.260287000000001	-0.294231	-0.0463869999999993	-0.0998239999999999
RFFL	0.342823	-0.340671	0.306303	-0.017836	0.116499
HPS4	-0.120465	-0.2029	0.0228080000000004	0.1919615	-0.382937
UHMK1	-0.764855	-0.013884	0.325485	-0.697338000000001	0.502627
TXNDC2	-0.0633590000000002	0.556929	-0.0685180000000001	0.3005585	-0.0921970000000005
NAV3	0.266618999999999	0.752514	0.248293	-0.0738050000000001	0.0949030000000004
C5orf22	0.489287	0.296527	-0.124531	-0.647668	0.925252
PCDHGB7	0.0811070000000003	0.267674	-0.182737	0.408536499999999	0.0540249999999993
ERC1	-0.0273050000000001	0.289735	0	-0.646769	0.539889
FLCN	-0.347491	-0.0022669999999998	0.274527	0.450695000000001	0.16786
LRRC7	-0.101291	0.279492	-0.224324	-0.1248065	0.0634060000000001
SH2D3C	0.103822999999999	-0.261355	0.0131779999999999	0.3545975	0.136033
PPP1R3B	0.231668	-0.380031	0.362259	-0.3268	-0.464685999999999
SLC9A7	0.365916	1.047214	0.00550800000000073	-0.5614615	-0.267177
IGSF3	-0.0311459999999997	0.516319	-0.0804920000000005	-0.306084	0.0227870000000001
RFX6	-0.133569	0.116695	0.42138	0.0243739999999999	-0.0163060000000002
DIRC1	0.105945	-0.00510799999999989	-0.0862129999999999	0.012785	-0.358614
DNAJB7	-0.111544	0.20748	0.068451	-0.1084835	-0.229447
UCN3	-0.0295040000000002	-0.193265	0.316177	0.296934	0.0152749999999999
DIP2A	-0.0746339999999996	-0.0029830000000004	0.00988500000000059	-0.1090655	-0.00988500000000059
USP28	0.316862	-0.259469	-0.196591000000001	-0.169074	0.243863
CASC5	-0.5062	-0.718829	0.0172789999999994	0.1835985	-0.238909
CASC5	-0.0689190000000002	-0.854976	0.29523	-0.0325160000000002	0.0453769999999998
SENP8	0.507916	0.651142000000001	0.084619	-0.143651999999999	-0.119789000000001
GRHL1	-0.0295260000000006	0.31757	-0.126602	-0.239906500000001	-0.00226099999999985
C20orf152	-0.304879	-0.275897	0.202851	0.0797284999999999	0.149669
C20orf152	0	0.0495969999999994	-0.0835030000000003	0.117442	-0.171909
CASKIN1	0.0195509999999999	-0.103727	-0.109449	0.2249555	-0.167164
CACNA2D4	0.0119730000000002	-0.0242679999999993	0.224219000000001	0.368397499999999	-0.038189
ARL11	0.142294	-0.447153	0.0643289999999999	0.1768635	-0.00652600000000003
ARL11	0.168561	-0.559114	0.173968	0.1737385	-0.395211
SLC2A13	0.231039	0.149496	-0.169402	-0.357841	-0.0858320000000004
SLC2A13	0.122045	-0.566598	0.343874	-0.1817875	-0.0611470000000001
NIPA1	0.516335	0.0762079999999994	-0.124716	-0.190453000000001	0.0331020000000004
CARD16	-0.242902	-2.678604	0.4534	0.5825965	-0.372755
CASP1	-0.0463250000000004	0.146482	0.0149439999999998	0.0494210000000002	-0.0705739999999997
CARD16	-0.0463250000000004	0.146482	0.0149439999999998	0.0494210000000002	-0.0705739999999997
DUSP19	0.406408	0.367684	0.266212	-0.1237195	0.108207
DUSP19	0.150039	0.00204099999999974	0.147899	0.0968825	0.206082
CYB5D1	0.0794880000000004	0.111522000000001	0.226503000000001	0.0930340000000003	0.0955690000000002
NMNAT2	0.100832	-0.110170999999999	0.01478	-0.154433999999999	-0.122039
SLC4A1	-0.24157	-0.15313	-0.029849	0.0965104999999999	-0.00903400000000021
CREG2	0.0792739999999998	0.282499	0.060829	0.0200295000000001	0.0800510000000001
RXFP1	-0.14058	-0.217995	-0.0910600000000001	0	-0.032727
SPEF2	0.128872	-0.402727000000001	0.0675460000000001	0.0923660000000002	-0.159293000000001
CEP170	0.104341	0.555565000000001	-0.287437	-0.2224205	-0.290577
CEP170P1	0.104341	0.555565000000001	-0.287437	-0.2224205	-0.290577
DTD1	-0.119388	-0.260743	0.252285	0.1861055	-0.304474
FGF1	0.209128	0	-0.130848	0.00371549999999976	0.169687
ARPP21	0.0533549999999998	-0.218402	0.0263399999999998	-0.106751	0
RHOXF1	-0.318441	0.244699	-0.202128	0.0957970000000001	-0.207709
ADAMTS17	0.171281	0	-0.113775	0.1009245	0.342881999999999
